class,E_file,CreationYear,SizeOfInitializedData,DllCharacteristics,MajorImageVersion,CheckSum
1,7.641969015,2004,8192,0,0,0
0,0.939626174,2009,4096,1344,6,72461
0,5.358221881,2012,1366528,0,0,2651633
1,5.816018364,2012,12288,0,8,218813
0,6.136885116,2011,13312,0,0,0
0,6.447678685,2012,22528,33088,6,253229
1,7.864473553,2006,4096,0,7,0
0,6.605074168,2006,3584,64,0,46756
0,5.544870216,2010,7680,1024,0,18700
0,6.540454839,2012,40960,33088,6,300627
0,6.929555859,2012,221696,33088,6,266111
1,5.572029215,2013,1536,34112,0,0
0,6.551445271,2006,16896,64,0,88697
1,7.698880762,2012,286720,0,1,362189
1,5.645779522,2010,36864,0,0,0
1,5.708934817,2011,24576,0,1,197896
1,7.274677424,2005,42496,0,0,0
0,5.086550925,2011,20480,0,5,0
0,7.997412531,1992,17920,32768,6,11832517
0,7.030315172,2012,92672,33088,6,167745
1,6.947592128,1992,24576,0,0,160009
1,7.582433597,1970,50176,0,0,93762
0,5.318221212,1999,2560,0,0,0
1,7.732713576,2009,2347008,0,0,0
0,7.121846865,2009,140288,33088,6,235329
1,7.270454209,1992,13312,0,0,0
0,6.369343934,2006,3584,64,0,15802
1,7.85550325,2011,151040,0,0,214652
0,5.828161168,2012,7680,33088,6,64413
0,6.939034946,2010,561152,33088,6,1201172
0,5.994040952,2006,427008,1088,0,472303
0,6.708851298,2005,126976,0,0,0
1,7.657300593,2010,84480,1088,0,141973
0,6.039796945,2003,110592,0,0,0
1,7.638748635,2010,84992,1088,0,96327
1,7.52875239,2005,111616,0,0,0
0,7.977936197,2006,15065088,0,0,15529913
1,7.445836244,2011,20992,32768,0,98140
0,7.189810805,2003,374784,0,0,677234
0,6.158367078,2012,27648,33088,6,57608
0,5.515421757,2012,9728,33088,6,65780
0,6.622470371,2012,421888,33088,0,783890
1,6.967791613,2011,26112,0,0,67749
0,5.787055837,2012,11776,33088,6,110959
0,6.118238123,2011,106496,0,0,361550
1,6.603880044,2012,312832,0,0,904332
1,7.637014773,2010,84992,1088,0,145050
0,6.763125413,2010,209920,320,6,2003565
1,7.661890605,2010,84480,1088,0,106019
1,5.794586585,2009,94208,0,0,0
0,5.726364021,2012,7680,33088,6,73949
0,3.792644191,2009,2048,1344,6,17037
0,6.449866626,2011,49664,320,0,443935
1,7.639342472,2010,84992,1088,0,129250
0,6.29866249,2011,18944,0,0,97052
0,5.992747496,2012,12800,33088,6,32653
0,5.999726375,2006,66048,64,0,171138
1,6.24354677,2011,14336,0,0,0
0,6.508420599,2039,32768,0,0,0
0,5.284096695,2009,1818624,0,0,2062011
1,7.385847762,2007,37376,34112,0,0
1,7.369752949,2011,208896,0,1,366919
1,7.653056873,2012,120832,33024,0,0
0,6.521062662,2006,19968,64,0,139510
0,1.88487347,2012,366080,33088,6,424982
0,6.664712771,2010,184320,0,0,448744
0,6.206219412,2009,118784,0,0,483578
1,6.905771415,1992,23040,0,0,165285
0,6.282154821,2006,32256,320,6,323011
0,6.736237928,2012,82944,33088,6,122833
0,6.204436706,2054,57344,0,0,0
0,5.653235959,2012,7168,33088,6,76480
0,5.470066777,2012,8192,33088,6,36363
0,0.942896042,2009,4096,1344,6,13021
1,7.64105373,2010,84992,1088,0,144658
0,7.993373678,2012,394240,0,1,0
0,6.459923428,2011,48128,33088,6,333843
0,6.557227022,2012,282624,0,0,771162
0,3.537933462,2009,5120,1344,6,55879
1,7.726032402,2005,44544,0,0,0
0,6.517419093,2010,54784,320,0,262314
1,7.793663124,2011,4096,32768,4,71
0,5.710164726,2006,12288,1024,8,27747
1,6.184180119,2012,8192,0,1,78052
1,6.106603872,2011,7168,32768,0,91518
1,4.594041538,2010,5632,1024,0,53146
0,6.14478507,2012,9728,33088,6,57096
0,6.380586604,2011,49152,320,6,325751
1,6.307984866,2010,57344,0,14,244238
0,7.998916965,1992,17920,32768,6,5115726
0,6.981583074,2012,94720,33088,6,113584
0,6.304973524,2012,76800,33088,6,157364
0,4.8236513,2012,19456,1280,0,51254
0,6.595280328,2012,1536,1024,0,35839
1,7.212048666,2011,166400,32768,0,0
0,4.794119365,2009,36864,0,0,99376
1,7.622354576,2005,9216,0,0,0
1,7.758900854,2005,68608,0,0,0
1,6.976762112,2005,141824,0,0,0
0,6.666601178,2005,261632,0,5,2272532
0,6.120829545,2012,243712,33088,6,510712
0,6.290819172,2010,1507328,0,0,3257302
0,6.859906169,1999,258048,0,0,0
1,5.971325409,2010,102400,33792,0,112490
0,5.309149237,2010,94208,1344,0,574694
1,6.146090633,2011,24576,0,0,0
1,7.724529475,2011,384000,32768,1,447661
0,6.299342969,2007,733184,0,0,0
0,6.21136767,2006,22016,64,0,184615
1,7.635068363,2010,84480,1088,0,150647
0,6.659190833,2012,2560,34144,0,90558
0,6.696545611,2012,98816,33088,6,193028
0,6.094436569,2012,77824,0,0,288344
0,6.240612687,1992,459264,0,0,1017192
1,7.790664175,2007,4096,0,7,0
0,5.661844422,2012,10752,1024,0,63015
1,6.868877785,2008,283648,33792,0,287765
1,7.129033332,2011,118784,0,1,273941
1,7.784813114,1992,12288,0,0,0
0,5.322196856,2006,8192,1024,0,81409
0,5.955174207,2010,28672,320,6,229260
1,7.945803376,2011,4096,0,3,0
0,6.314497296,2006,86016,64,0,658602
1,7.029339724,2010,65536,33792,0,84038
0,6.394109989,2009,84992,32768,5,388829
0,6.486471796,2009,105472,320,9,721987
0,4.106956397,2012,577024,33088,6,821258
0,3.897911869,2001,22016,0,0,0
1,6.367090106,2011,45568,33088,0,189007
1,7.625413484,2010,88576,1088,0,147715
0,3.526027441,2009,9216,1344,6,20163
0,6.536607048,2012,30720,33216,6,79371
1,7.780139877,1992,12288,0,0,0
1,6.153818679,1992,66048,0,0,0
1,7.996225228,2002,2737664,0,0,0
0,3.351305479,2009,1024,1344,6,18145
1,7.302998648,2005,74752,0,5,0
1,7.95947217,2011,131072,0,651,106744
0,6.396735752,2011,82432,320,0,276785
1,7.958257247,2007,4096,0,10,0
0,6.224444705,2012,2560,34112,0,41567
0,5.740008069,2011,7680,1024,0,34787
1,6.04176849,2011,32768,0,9,419645
1,7.5840551,2005,135168,0,0,0
0,5.642610235,2012,9216,33088,6,77189
0,6.020831226,2012,10240,1024,0,21566
1,7.613197217,2012,10752,0,0,310011
1,6.508035745,2011,106496,0,1,210142
0,7.162583823,2012,162304,34112,0,314081
0,6.399210142,2011,2048,34112,0,25496
1,7.578155015,2010,135680,0,0,186849
0,5.826253587,2012,32768,320,6,191865
1,7.674148988,2011,370688,0,0,438960
0,7.324076967,2012,135168,33088,6,237470
1,4.781223822,2011,26112,32768,0,116480
0,5.877136705,2012,15360,33088,6,116610
0,6.457313122,2009,321024,0,0,558930
1,6.870217609,2012,26624,0,0,167828
1,7.773493176,2012,245140,0,0,391646
1,6.670845548,2012,12800,0,0,1086
0,6.132182273,2012,32256,33088,6,111102
0,6.314034104,2010,45056,320,6,598175
0,6.396898331,2011,22528,320,6,224342
0,5.634739307,2001,90112,0,0,0
0,4.496167558,2012,4096,33088,6,34000
1,7.681354921,1992,4096,0,0,0
0,6.29300477,2012,97280,33024,0,384499
0,5.312799013,2012,4096,34112,0,123584
0,4.80446813,2006,8192,1024,0,76376
0,6.61010865,2012,77824,64,0,287897
0,5.863558558,2012,632320,32768,0,1764605
1,7.148284469,2012,133120,32768,0,0
1,7.569032129,2006,4096,0,7,0
0,5.93614946,2010,24576,1344,0,414583
1,7.979350793,2010,779264,0,0,407605
1,7.893521381,2011,4096,0,6,0
0,5.340727597,2012,20480,33088,6,59485
0,5.602348276,2012,10752,33088,6,23462
1,7.268325324,2012,134144,33024,0,0
0,7.999182108,2005,6144,33792,5,5709608
1,7.619776645,2011,360448,0,0,439159
1,7.376649263,2011,1818624,0,0,0
1,7.879955116,2004,0,0,0,0
0,3.614873415,2009,43520,1344,6,88608
0,6.78585118,2012,100352,320,0,531943
1,7.989662776,2011,8704,0,0,0
0,3.734501273,2005,2048,0,0,0
1,7.93830731,2006,4096,0,5,0
0,5.276448083,2012,2270720,320,0,2524367
0,7.984414704,2005,183808,0,0,0
0,5.713358341,2012,7680,33088,6,37859
1,6.007864085,2011,32768,0,0,0
0,6.614993704,2012,5120,1024,0,56341
0,5.200540844,2010,24576,0,0,77206
1,7.148200357,2008,20480,0,0,105679
0,6.321578137,2012,19456,33088,6,78846
1,7.871208611,2012,77824,0,0,83947
0,5.698167073,2012,32768,33088,6,559110
1,6.345647551,2011,78336,33792,0,114140
0,6.5640809,2011,99840,320,6,941026
1,7.969827761,2011,4096,0,6,0
1,7.820487322,2012,34816,0,0,226918
0,6.937845166,2012,20480,33088,21315,586289
0,4.748620357,2001,139264,0,0,0
0,6.429599382,2010,49152,0,0,213356
0,4.069135762,2009,8192,1344,0,62991
0,5.421358351,2010,16384,0,0,0
1,7.95184754,2011,8704,0,0,331226
0,6.21616482,2012,12288,33088,6,85145
0,5.510079281,2012,10240,33088,6,55744
1,5.645112367,2011,102912,33792,0,133312
0,6.756200815,2010,454656,0,0,2478851
1,6.807922701,2011,24064,33024,0,107178
0,6.436745387,2012,162816,320,0,494718
1,7.408458172,2011,110080,0,0,190413
1,7.784862296,2007,7486976,32768,0,398218
0,6.471612295,2012,41472,33088,0,197557
0,5.542220447,2012,7168,33088,6,67150
1,5.378311068,2010,16384,0,0,0
1,7.301100454,2011,401408,0,0,0
1,7.447750566,2007,5574144,0,0,0
0,3.813096906,2010,135168,0,0,210265
1,7.634946863,2007,1292800,0,0,0
1,7.749171501,2005,69632,0,0,0
0,6.554092532,2012,608256,33088,0,1051173
0,0.967566718,2009,4096,1344,6,46892
0,6.279508863,2012,326656,320,0,1237299
0,7.997965726,2006,4096,32768,5,2937970
1,6.556529358,2011,2560,32768,0,43922
1,7.222456956,2011,18944,0,0,256172
0,5.469486667,2006,8192,1024,0,308562
1,6.53354764,2010,65536,0,1,225721
1,7.618579902,2004,4096,0,5,0
1,7.404988922,2011,27648,32768,0,74560
0,6.336317199,2007,73216,320,9,435702
1,7.148811931,2005,69632,0,0,0
1,5.949584716,2007,53248,0,0,135235
1,7.975103085,2010,811008,0,0,439588
1,7.657868815,2010,123904,0,0,158745
0,6.391189868,2010,1240064,320,6,9173249
1,7.695684025,2009,2277376,0,0,0
1,6.341115338,2010,15616,0,0,36016
0,6.285551038,2007,24576,0,0,116783
0,6.40933473,2011,20480,0,0,101691
0,4.575585627,2005,28672,0,0,79662
1,5.881307228,1992,13312,0,0,54914
0,6.483382856,2012,24576,320,0,111675
1,7.819323132,2006,4096,0,6,0
0,6.527498352,2011,65536,320,0,243074
0,6.498528649,2010,155648,0,0,523528
1,6.629761503,2010,87552,33792,0,106149
1,7.635715531,2010,84480,1088,0,129398
0,6.201721583,2011,45056,0,0,173407
0,5.745404079,2012,2048,34112,0,44511
1,5.352897686,2010,15872,0,0,0
0,6.831613744,2005,225280,0,0,0
0,5.238453172,2003,36864,0,0,0
0,5.618069297,2012,7680,33216,6,80798
1,7.17774477,2012,43008,0,0,271301
1,5.30166866,2011,19456,0,0,0
0,3.918066151,2010,3345920,33088,0,4261996
1,6.397435458,1992,111616,0,0,0
0,5.749064958,2009,110592,0,0,231139
1,7.168323184,2010,102400,0,1,94900
0,6.296643229,2010,180224,0,0,572969
1,7.657256681,2010,84480,1088,0,122952
1,7.382664196,1992,16896,0,0,111283
1,7.83271957,2011,4096,32768,4,134
0,5.644953678,2012,10240,1024,0,24039
0,4.769481267,1998,4608,0,0,0
0,6.163285176,2013,288768,34112,0,1236588
0,4.803489676,2012,1536,34112,0,151896
1,7.445809613,2011,20992,32768,0,93251
0,5.213230899,2011,18432,1024,0,45166
0,5.139468006,2009,2048,1344,0,54541
1,7.889563631,2011,12288,0,10,0
1,6.049303734,2011,5632,32768,0,66844
1,6.825667,2012,49152,33088,0,95308
0,2.527939907,2011,5632,1024,0,0
1,7.141920586,2011,99328,32768,0,0
1,7.546857921,2010,4096,0,0,0
1,6.426420097,2012,131072,0,0,0
1,5.395878829,2013,4096,34048,0,74623
1,7.551630908,1992,90112,0,0,0
0,6.090479252,2009,32768,0,0,173895
1,4.911956618,2011,12288,0,1,170431
0,7.200157662,2012,543744,33088,6,780293
0,4.655400597,2012,6144,33088,6,17883
0,6.377601325,2006,3584,64,0,69166
1,6.737318929,2012,189440,0,0,779393
0,4.869024157,2012,165888,33088,6,259532
0,6.015722434,2012,2048,34112,0,90979
0,6.138195331,1999,22528,0,0,78519
1,7.577093269,2005,127488,0,0,40297
0,6.53525404,2012,5120,33088,8,53471
0,6.49416933,2011,67072,320,6,570077
1,7.306686829,2010,23040,34112,0,0
0,3.571474599,2011,26624,1344,6,71848
0,5.427817712,2012,266240,0,0,647611
1,5.62698004,2010,84992,33792,0,106048
1,6.761407649,2009,175616,0,0,0
1,7.728137581,2011,8192,32768,4,0
1,6.681564586,2011,3072,32768,0,60803
0,5.51358703,2009,28672,0,0,144811
1,5.217842616,2010,16384,0,0,0
0,6.262511818,2006,34816,64,0,542223
1,7.183424008,2007,65536,0,0,0
0,6.554470088,2012,49152,64,0,193935
1,5.993422289,2012,13824,0,1,78076
1,7.468373702,2005,77312,0,0,0
1,7.261023108,2009,9728,33088,0,0
1,6.49015033,2011,48640,33792,0,89457
1,6.1768639,1992,66560,0,0,0
1,5.696311993,2011,45056,0,0,133261
0,6.487537516,2012,69632,0,0,283706
0,5.941587435,2010,17408,320,6,76027
0,5.845017429,2012,7168,33088,6,38672
0,7.243888856,2006,245760,64,0,507136
0,6.2849762,2006,163840,64,0,598913
0,5.974999741,2012,14336,33088,6,81291
0,7.98896788,2007,6656,32768,5,1183489
0,6.516856805,2009,154624,0,7,0
1,7.998951778,2011,4096,0,25,0
0,5.073762783,1999,17920,0,5,91331
0,6.71752242,2008,106496,0,0,0
0,5.225363651,2009,220672,1344,10,230316
0,2.591940791,2004,94208,0,0,0
0,6.124904417,2012,14336,33088,6,57682
1,7.494545722,2012,532480,33024,0,0
1,6.685820404,2011,118272,0,0,0
1,7.633850737,2010,84480,1088,0,103760
0,6.306261165,1999,56320,0,1,183604
1,6.236822881,1992,15360,0,0,40856
1,6.490714017,2011,48640,33792,0,69912
0,6.782698706,2007,3584,0,0,48357
1,7.143542574,1992,87040,0,0,96283
1,7.718655523,2005,4096,0,7,0
1,7.843692589,2011,140288,0,0,179649
0,6.246757006,2009,53248,0,0,167748
1,4.698757328,2011,110592,33792,0,171566
0,3.760440708,2010,3235840,33088,0,4067946
1,6.991609425,2011,69120,0,1,197760
0,5.916033541,2012,69632,320,0,152561
1,6.666123794,2011,9216,0,0,434072
1,6.675668877,2011,89088,0,0,270286
0,6.875313038,2012,82432,34144,0,359906
1,6.341362485,2011,78336,33792,0,83010
1,7.631248505,2010,88576,1088,0,117031
0,5.439126494,2012,9728,33088,6,81109
0,6.490748148,2012,106496,320,0,396903
1,5.285582202,2011,17408,32768,0,72235
0,5.995018271,2009,36864,0,0,171278
0,6.830861126,2011,45056,34112,0,117963
0,6.357416954,2012,247808,33088,6,561430
0,6.344739783,2001,28672,0,7,0
0,5.678257226,2012,10240,1024,0,70572
0,6.067942559,2012,370688,32768,0,597782
0,6.080923341,2009,32768,320,6,284458
1,7.219212496,2011,448512,32768,1,461459
1,7.163527077,2011,25088,0,0,64808
0,4.066912627,2010,8192,1344,0,55736
0,6.451865113,2009,6144,320,6,84420
0,6.097681802,2011,2048,34112,0,34873
1,7.812454241,2011,5632,0,0,164600
1,7.592300703,2005,99840,0,0,0
1,7.791390999,2007,1794560,32768,0,342556
0,6.655542367,2006,4608,64,0,58181
0,6.311457809,2012,38912,320,0,277657
1,6.672002459,2011,9216,0,0,454364
0,7.999469212,2005,120832,0,0,0
1,7.849400537,1992,200704,0,0,0
1,7.372244605,2011,87552,34112,0,126008
1,7.576053668,2010,133120,0,0,190690
1,7.885082864,2010,45056,0,0,0
0,6.627551563,2006,225792,64,0,1194954
1,7.644076678,2010,89088,1088,0,138091
1,6.517643737,1970,27136,0,0,0
0,5.694256874,2012,6144,33088,6,57282
1,7.639492422,2010,84992,1088,0,108741
0,6.202008564,2012,11264,33088,6,67858
0,6.279677693,2009,122880,320,1,407882
1,7.446490218,2005,375296,0,5,0
0,3.509925252,2011,1536,1344,6,38329
1,7.720433799,2011,388096,0,0,448455
1,7.3982073,2003,151552,0,0,0
0,6.331075557,2013,16896,320,6,233343
0,7.970627713,2008,16384,0,0,0
0,6.498796183,2006,173568,64,0,76407
1,7.809791951,2011,4096,32768,4,71
1,7.802409166,2011,495616,0,0,0
0,3.928051974,2010,3788288,320,6,4328579
0,6.33344474,2009,45056,0,0,253856
1,5.888395979,2011,20480,0,1,68729
1,6.560904566,2011,60928,32768,0,0
1,6.619294506,2009,102912,33792,0,0
0,6.724101054,2012,368640,0,0,1991405
0,5.293127148,2009,100864,320,6,329943
0,6.422103625,2012,12288,33088,0,32434
1,7.751797548,1992,4096,0,0,0
0,4.311779209,2009,434176,0,3,464684
0,6.197443345,2012,61440,33088,6,321256
1,7.322674949,2011,50176,33024,0,121640
0,6.700163746,2009,94208,0,0,259171
0,6.487162328,2009,47104,320,6,418432
1,6.279750245,2009,68608,0,0,0
0,4.672118206,2012,5120,33088,6,45793
1,6.149596217,2008,0,0,0,78177
1,7.818976221,2011,4096,32768,4,134
1,7.856641437,2004,4096,512,0,0
1,7.85344018,2010,120320,33792,0,135571
1,5.563007066,2012,6144,32768,0,80808
1,5.393671853,2012,81920,0,0,0
0,6.414850922,2012,476160,33024,0,982696
1,7.753910242,2011,4096,0,5,137
1,7.872977645,2007,4096,0,6,0
0,6.324830996,2012,8192,33088,6,68656
0,4.165316025,2012,32256,33088,6,39807
1,6.181975807,2007,6656,0,0,0
1,5.629684003,2011,12288,32768,0,85336
0,5.707207618,2004,58880,32768,5,346711
1,7.121167228,2011,651776,33088,0,735829
0,3.525973533,2009,7680,1344,6,17875
0,6.278407937,2012,40960,0,0,197944
0,5.629324911,2012,63488,33088,0,126209
0,6.099466279,2011,2048,34112,0,51605
0,5.594387724,2010,8192,1344,0,704336
1,7.643979151,2010,5632,0,0,122152
0,5.99334652,1992,450560,0,0,744318
1,7.708855991,2005,71168,0,0,0
0,1.606385222,2009,11776,1344,6,67511
1,7.856929779,2004,0,0,0,0
0,6.598828137,2012,192512,320,0,945986
0,6.269183613,2012,53248,256,0,153118
0,6.450111207,2007,929792,0,0,0
1,7.514072172,2005,78848,0,0,0
1,6.527674374,2001,125952,32768,31022,345053
1,5.935469199,2012,700416,0,0,0
0,5.692661711,2012,9728,1024,0,73090
0,5.798066958,2012,9216,33088,6,80170
1,7.855176885,2011,32768,0,0,258406
1,7.600189283,2010,89088,1088,0,127044
1,7.028541038,2010,65536,33792,0,112903
1,7.976064202,2011,4096,0,10,0
1,7.658509781,2010,84480,1088,0,147505
0,5.496306896,2012,7680,33088,6,74569
1,7.458575107,1992,90112,0,0,0
1,5.808163979,2004,36864,0,0,92750
1,7.791494613,2011,344064,0,0,413171
1,7.674128786,2011,370688,0,0,438448
0,6.090765125,2012,12800,33088,6,23476
0,6.335629223,2011,81920,0,0,337524
1,5.142875351,2011,98816,33792,0,160461
1,6.232517215,2011,24576,0,0,0
1,7.127746932,2011,5120,0,1,202002
1,7.23456635,2011,468992,32768,1,517207
1,7.646069335,2012,23552,32768,0,105708
1,7.684194794,2012,258560,0,0,285064
1,7.697360385,2010,122880,0,0,158571
0,7.143872133,2012,78848,33088,6,136695
1,6.119038136,2008,15360,0,0,0
0,7.999802331,2005,6144,33792,5,56557350
1,5.701090195,2010,36864,0,0,0
0,7.242206465,2012,2048,34112,0,243922
1,7.95171153,2011,8704,0,0,359141
0,4.492160831,2012,69632,1344,6,82033
1,7.877699628,2009,1314816,0,0,0
1,6.436533238,2011,47104,33792,0,74215
0,5.808955688,2012,10240,33088,6,34132
1,7.598532589,2012,272384,0,0,310613
0,5.613086205,2010,147456,1344,0,1286365
1,5.885782691,2013,15360,0,0,60667
1,7.228318653,2005,38912,0,0,0
1,5.931120348,2011,36864,0,0,0
0,5.904043043,2012,8192,1024,0,66858
1,7.922913839,2012,303610,0,0,313755
0,6.400428,2012,51712,320,0,140766
0,4.45633731,2011,16384,0,5,0
1,7.565336488,2005,131072,0,0,0
0,3.779288822,2004,24576,0,0,83715
0,6.52015956,2007,24064,320,9,211174
0,6.664145564,2009,115712,1024,0,546101
1,6.395260672,2011,11776,0,0,0
0,6.352422127,2011,15360,0,0,105268
1,7.793327677,2011,8192,32768,4,15
0,3.952187954,2006,51712,1088,0,88117
0,6.434237262,2010,25600,320,6,232654
1,5.758860085,2009,77312,0,0,0
0,6.602346848,2009,37376,320,10,426722
1,7.62913047,2010,88576,1088,0,155647
0,7.999542051,2004,3072,33792,5,6776025
0,6.526277835,2012,10240,33088,6,160285
1,6.984432729,2005,24576,0,0,0
0,6.447555448,2005,57344,0,0,173980
0,7.262367501,2012,82944,33088,6,117548
1,6.174971157,2012,29696,0,0,0
0,6.047219359,2005,151552,0,0,0
1,6.33891961,2011,78336,33792,0,103647
1,7.822386201,2011,33792,0,0,197015
1,5.927506282,2004,28672,0,0,116779
1,6.114096843,2012,83456,0,1,138141
1,6.51373256,2011,2560,32768,0,71064
1,6.346685151,2011,78336,33792,0,91979
1,7.805713095,2011,4096,32768,4,40
1,7.490985674,2012,17408,0,0,321988
0,6.543482524,2012,98816,33088,6,245919
0,5.467965768,2012,9216,33088,6,69956
0,6.233617975,2011,610304,0,0,918632
0,6.698263661,2011,527360,320,0,1211526
0,6.252817687,2009,66048,0,0,0
0,5.988325703,2012,33792,32832,6,90362
0,6.731232776,2012,224256,320,0,713792
0,7.113444201,2012,66560,33088,6,107255
0,5.381759484,2012,630784,0,0,709919
0,6.639204961,2012,771584,320,0,1262329
0,2.836293262,2009,288256,33088,6,425336
0,5.57017976,2009,16384,320,6,88427
0,6.100299591,2009,57344,0,0,187842
0,5.782563057,2000,229888,0,0,553332
0,6.624391919,2010,172032,320,6,913559
1,7.664726611,2010,85504,1088,0,129903
1,5.413593134,2011,11776,0,0,0
0,6.277427228,2006,4096,32832,0,61266
0,5.475397452,2010,1515520,0,0,0
1,7.641465033,2010,84992,1088,0,155566
0,6.125198849,2012,52224,33088,0,89395
0,6.529444506,2012,458240,320,0,4839931
0,6.162508985,2009,4608,320,6,70108
0,6.242974216,2012,7168,34112,0,5649107
0,6.561872069,2011,26624,0,4,248881
0,6.388249127,1992,2214400,0,0,4876942
1,7.005434637,2010,126976,0,13,240661
1,7.380705958,2011,75264,32768,0,63884
1,7.795773582,2007,4096,0,5,0
1,7.088370773,2011,123904,33024,0,0
0,5.961749355,2012,83968,33088,6,121291
0,5.625346221,2012,10240,1024,0,25959
0,6.10003957,2011,2048,34112,0,60133
1,6.913030149,2005,169472,0,5,0
0,3.001827656,2004,16384,0,0,70805
1,7.52324495,2012,380928,0,0,0
0,6.205107876,2007,28672,0,0,166779
0,5.237356256,2010,28672,320,6,98110
0,5.623232041,2012,48128,33088,6,39916
1,6.752029684,2011,3072,32768,0,59490
0,6.127678485,2009,258048,0,0,541194
1,7.014814238,2011,68608,0,0,177720
0,7.967791345,2005,66560,0,0,0
0,5.794842002,2012,427520,32832,6,488475
1,7.893463016,2004,4096,0,0,0
0,5.725092692,2012,187392,33088,6,227196
1,6.74174652,2010,28160,0,0,0
0,7.990249276,2005,6144,33792,5,1281953
1,7.603163892,2010,89088,1088,0,144741
0,5.344908934,2012,7680,33088,6,48279
0,6.585445404,2006,1166336,0,0,2975627
0,6.516869959,2012,2560,33024,8,121848
1,7.030840365,2010,65024,33792,0,118518
0,3.443718221,2005,208896,1024,5,250542
1,7.553493082,2012,20480,0,0,0
0,7.990430328,2005,6144,33792,5,1140627
1,7.177209551,2012,43008,0,0,260028
1,5.542730027,2010,5632,1024,0,54951
1,7.625450686,2005,100864,0,0,0
1,7.558879422,2005,90112,0,0,0
0,7.823158616,2009,4096,0,0,77164
1,7.823043292,2007,4096,0,8,0
0,6.130704069,2012,8192,320,0,49718
1,7.596845172,2005,142848,0,0,2056975
0,6.563946052,2012,6656,0,0,79541
0,5.70107772,2012,28672,0,0,106450
0,6.325250619,2006,141312,64,0,549192
1,7.844258368,2011,589312,0,0,684879
1,7.051916387,2011,64000,0,1,197484
0,5.661305285,2012,8192,33088,6,37325
0,6.673847256,2005,100864,0,0,41904
0,7.98494004,2008,7680,33088,6,3372006
0,5.98424442,2012,42496,33088,6,75352
0,6.482812,2012,5120,320,0,48987
0,5.548933673,2010,7680,1024,0,72525
1,6.731559782,1992,114176,0,0,0
0,6.246280324,2012,13824,33088,6,112236
1,7.109031255,2011,124928,33792,0,153828
1,5.964368274,2008,3584,0,0,0
0,6.304104428,2008,3072,1344,0,35292
0,5.613612267,2010,9216,1024,0,28925
1,7.637513516,2010,88576,1088,0,153285
1,7.628668787,2010,84992,64,0,127564
0,6.394212152,2006,6656,64,0,58372
1,5.233148962,2011,98304,33792,0,149197
0,3.877965146,2012,371712,33088,6,481290
1,7.556034719,2011,4096,0,0,0
1,7.508358859,1992,90112,0,0,0
0,5.506545959,2012,8192,33088,6,80735
0,5.435032143,2012,380928,1024,0,411356
0,5.596034181,2012,9216,33088,6,61785
0,5.659661694,2012,7168,33088,6,24498
0,5.313135841,2003,28672,0,0,0
1,7.663706941,2011,52224,0,0,0
0,7.888792906,2006,10332160,1088,0,10345596
0,6.580917597,2009,77824,0,0,236231
0,7.999041692,2005,6144,33792,5,5872162
1,7.216055974,2011,5120,0,0,107529
0,6.195624736,2012,24576,33088,6,144669
0,6.357205825,2008,330240,320,6,4418303
1,7.601315892,2010,89088,1088,0,106149
1,7.684548035,1992,36864,0,0,0
1,7.745282134,1992,12288,0,0,0
0,3.808833184,2010,16384,0,0,0
0,6.461365081,2011,38912,320,6,323688
0,5.937797151,2012,9216,33088,6,76797
1,7.014832183,2011,15360,0,0,0
0,6.354071194,2009,128000,33088,6,559388
0,5.887401227,2010,45056,0,0,0
1,7.851223143,2011,382464,0,0,0
1,7.924758504,2006,4096,0,5,0
0,4.918720154,2012,6656,33088,6,31012
0,5.536233201,2010,8192,1344,0,287170
1,7.521056769,2008,20480,32768,3,0
0,3.795778835,2010,3275776,33088,0,4141757
0,7.144616928,2012,78848,33088,6,94067
1,7.76361879,2005,872183,0,26733,0
0,6.27551306,2008,417792,0,0,0
0,6.61423335,2012,829952,320,0,2628917
0,6.443375081,2012,19968,320,0,91721
0,6.294143669,2012,16384,33088,6,118535
1,6.629699749,2010,87552,33792,0,117634
0,6.255428762,2009,94208,0,0,266627
0,6.36871168,2012,147456,0,0,516924
0,6.576707904,2006,65536,0,0,280082
0,5.671570333,2012,10240,1024,0,45007
1,7.59976774,2013,512,3,0,0
0,6.486471616,2012,47616,320,0,145536
1,5.05300159,2010,97280,33792,0,146203
0,7.900549841,2012,12616704,33088,6,12863112
0,5.609141915,2010,7680,1024,0,53257
0,5.134369008,2009,20480,0,0,57398
0,6.653187525,2006,7168,64,0,81199
0,6.247591375,2006,11264,33024,5,58130
0,6.347802876,2012,17408,33088,6,121802
1,6.919408713,2011,27136,32768,0,434939
1,7.659263434,2010,85504,1088,0,96233
1,7.626710912,2010,88576,1088,0,131254
0,6.568948848,2012,25088,320,0,190733
0,6.269893197,2009,59392,0,1,208583
0,7.961148708,2012,1028096,0,0,1639207
0,5.841892196,2012,13312,33216,6,65021
0,6.149509286,2012,1536,34112,0,535170
1,7.622165281,2009,2188288,64,0,490130
0,5.377128312,2013,32768,320,6,202007
0,5.777275376,2010,29696,33088,0,175615
0,4.868927226,2003,101376,1024,0,134664
0,5.858987589,2012,22528,33088,6,46215
0,6.111462558,2009,1536,1344,0,38433
1,7.648245486,2010,84480,1088,0,122507
1,6.132926535,2011,8704,0,0,0
